TransactionID,CustomerID,CustomerDOB,CustGender,CustLocation,CustAccountBalance,TransactionDate,TransactionTime,TransactionAmount (INR)
T500596,C100764,1966-06-14,M,Jaipur,62112.48,20-Aug-2024,131608,2506.46
T504835,C100565,19/09/2004,f,BANGALORE,"67,225.87",09-Jul-2024,061147,399.87
T500433,C100729,18-06-74,M,LUCKNOW,"264,299.97",05/09/2024,163947,-3117.99
T503593,C100352,1998-03-02,F,DELHI,,2024-12-28,014809,7425.86
T502942,C100729,18-06-74,M,LUCKNOW,"264,299.97",2024-04-06,121221,"INR 9,370.41"
T500115,C100392,02-08-81,female,BANGALORE,,12-Jan-2024,150825,596.37
T503468,C100149,2004-10-19,f,mumbai ,31910.38,16/09/2024,072653,"INR 6,466.72"
T504042,C100281,01/10/2001,Male,HYDERABAD,2716.26,2024-09-10,234418,1168.13
T501391,C100625,1969-04-02,M,LUCKNOW,21865.24,03-Oct-2024,081826,"INR 1,335.60"
T502658,C100583,03-06-58,male,NAGPUR,"71,828.00",25/02/2024,195537,1670.37
T504329,C100614,13/08/1968,male,Chennai,"Rs. 11,618.40",2024-07-19,170258,INR 387.41
T501966,C100289,09-03-04,m,JAIPUR,26392.12,2024-09-29,061138,93.29
T504350,C100712,1984-12-18,M,NAGPUR,"7,145.18",2024-05-23,014044,847.57
T502546,C100324,14-03-71,male,AHMEDABAD,8250.81,17-Oct-2024,061458,302.89
T505223,C100668,21-07-78,Female,Bangalore,"99,681.03",14-Dec-2024,164103,12084.06
T502638,C100446,06-03-90,Female,  Surat,26944.66,2024-04-16,165744,714.65
T501997,C100300,1990-09-07,Male,Chennai,,27/06/2024,111512,1819.41
T501583,C100246,11/12/1992,Male,Delhi,459949.04,03/03/2024,191314,1755.56
T500732,C100197,09-04-87,Male,Bengaluru,"Rs. 12,957.49",02-Feb-2024,174852,822.64
T502501,C100734,1985-06-24,F,Pune,"29,158.72",27-Oct-2024,105736,8205.56
T503310,C100242,14-05-91,male,HYDERABAD,"Rs. 103,866.17",01/02/2024,084348,1223.64
T504215,C100455,,female,  Surat,9423.4,2024-03-21,181104,258.67
T502017,C100456,21-10-03,male,Ahmedabad,"Rs. 21,475.71",2024-04-14,235131,INR 165.96
T504765,C100039,13/06/1975,Female,BANGALORE,"Rs. 269,975.33",01/04/2024,200739,1756.36
T504078,C100528,27/01/1968,f,BANGALORE,"Rs. 23,728.17",19/01/2024,192403,42218.0
T504890,C100391,1973-01-06,female,Jaipur,18082.92,03-Jun-2024,083039,-3531.72
T505874,C100528,27/01/1968,f,BANGALORE,"Rs. 23,728.17",2024-04-20,155255,855.99
T502858,C100177,13-12-68,,AHMEDABAD,208320.55,07/07/2024,032501,3668.46
T503099,C100029,1977-04-21,M,,"12,477.43",03-May-2024,224146,312.7
T504352,C100372,19/12/1983,Female,Mumbai,59995.96,2024-07-11,194608,442.39
T501591,C100598,1995-02-20,F,Bengaluru,"Rs. 138,205.32",24/03/2024,232628,3681.18
T505670,C100503,12/08/1956,F,Pune,"146,446.03",2024-11-26,175357,2513.62
T504007,C100068,22-08-03,,Bengaluru,,23-Apr-2024,185316,4630.03
T500117,C100126,14/08/1992,,JAIPUR,"Rs. 17,927.78",2024-03-27,110057,2018.13
T501825,C100083,11-01-60,f,Hyderabad,"7,606.81",22-Oct-2024,003755,
T504798,C100586,03-01-02,,HYDERABAD,69749.17,15/07/2024,193016,2314.24
T500473,C100443,13/05/2004,Female,NAGPUR,102909.31,02-Aug-2024,050113,2621.9
T502582,C100468,04-04-68,Male,Chennai,84203.67,2024-12-25,025452,1366.8
T504070,C100041,22/06/1982,M,Bangalore,"22,606.16",2024-10-12,081651,259.05
T504545,C100385,04-09-86,female,PUNE,31830.7,2024-08-29,002453,11471.06
T501137,C100748,05/07/1989,male,mumbai ,"Rs. 63,573.89",04-Jun-2024,105905,-2472.16
T501490,C100568,2035-01-01,,Jaipur,,13/04/2024,000246,2912.38
T503925,C100514,1975-04-12,,KOLKATA,"Rs. 51,367.71",05/11/2024,090940,372.91
T505240,C100714,1967-02-19,Male,Bengaluru,"13,233.37",11/12/2024,040739,76.8
T502109,C100362,10/07/1960,Female,Mumbai,10708.63,2024-02-22,120411,513.8
T501836,C100472,07/01/2000,m,Chennai,13195.64,2024-07-18,205120,246.25
T501646,C100075,25/02/2001,F,HYDERABAD,13759.87,01-Feb-2024,010935,793.19
T502646,C100661,14/06/1965,,JAIPUR,"105,161.33",2024-12-30,072649,1100.4
T504493,C100729,18-06-74,M,LUCKNOW,"264,299.97",2024-04-10,024604,23682.4
T504770,C100668,21-07-78,Female,Bangalore,"99,681.03",10-Jun-2024,054117,"INR 12,127.43"
T504461,C100468,04-04-68,Male,Chennai,84203.67,11-Aug-2024,141955,1739.02
T504061,C100143,1981-07-23,M,PUNE,"241,385.44",2024-01-30,104444,4744.61
T504133,C100680,1964-12-27,male,Chennai,83125.23,09/11/2024,173610,14280.33
T502333,C100494,07-10-99,M,AHMEDABAD,11661.72,06-Jan-2024,024521,733.16
T502141,C100638,15-09-86,Female,CHENNAI,39836.78,21-Aug-2024,195450,1052.31
T505651,C100286,16-05-81,female,Jaipur,28080.8,24/03/2024,201018,234.49
T500639,C100572,1969-09-12,F,Mumbai,"8,282.21",2024-02-10,184119,INR 259.86
T502516,C100254,08/06/1964,Female,Ahmedabad,184790.05,04-Jan-2024,155308,7802.05
T502099,C100251,01/05/1957,Female,PUNE,19062.18,2024-06-17,153348,5003.57
T503090,C100753,05/12/1958,Male,Ahmedabad,,2024-02-15,005939,12568.25
T501328,C100690,21-04-58,Male,BANGALORE,"Rs. 120,392.94",2024-01-29,014351,862.72
T504781,C100375,27-11-99,m,NAGPUR,"267,588.10",18-Aug-2024,140148,8991.39
T502987,C100760,14/03/1974,F,mumbai ,286147.6,2024-12-04,074451,15703.32
T504874,C100426,20/12/2001,female,Kolkata,64167.81,14-Apr-2024,042454,1021.32
T505502,C100515,13/10/1997,Male,CHENNAI,48437.97,2024-08-24,171405,984.48
T505015,C100136,17/08/2002,,Ahmedabad,,06-Nov-2024,012531,2319.76
T504986,C100014,1995-01-22,M,LUCKNOW,72097.18,15/09/2024,103013,1123.56
T503612,C100667,02-11-96,f,CHENNAI,20940.54,06-Sep-2024,190552,111.97
T501871,C100063,2001-02-14,f,CHENNAI,"67,715.00",16/08/2024,061129,1240.38
T503002,C100525,1969-10-05,F,CHENNAI,"212,533.64",28/12/2024,215406,10089.13
T504999,C100103,14-02-91,,Delhi,,18/09/2024,160408,1108.8
T505171,C100423,23/10/2004,M,CHENNAI,"138,103.22",23-Aug-2024,072907,9526.31
T503021,C100548,07/08/1982,Female,NAGPUR,"53,292.45",03-Sep-2024,014114,"INR 1,966.60"
T504474,C100291,1975-08-14,Female,Pune,,07-Oct-2024,004809,3010.48
T504888,C100145,09-09-69,,Mumbai,,18/04/2024,051533,3228.73
T500706,C100218,1979-01-08,male,AHMEDABAD,"Rs. 470,799.86",2024-11-02,203122,7067.19
T500683,C100668,21-07-78,Female,Bangalore,"99,681.03",2024-07-28,115636,8905.88
T505765,C100616,12-12-98,M,LUCKNOW,68502.33,19-Jul-2024,090642,8505.43
T502050,C100067,2035-01-01,,JAIPUR,"Rs. 36,368.89",29-Oct-2024,000253,2585.31
T502652,C100391,1973-01-06,female,Jaipur,18082.92,11-Aug-2024,135747,13067.3
T503521,C100211,1976-07-08,,AHMEDABAD,"98,676.94",2024-05-30,070350,5320.63
T504198,C100578,1972-02-22,Male,Hyderabad,"Rs. 68,047.49",15/01/2024,085123,3245.69
T501384,C100349,,Female,PUNE,"397,135.49",04/09/2024,070019,7437.24
T500949,C100481,22/05/1988,Male,JAIPUR,"1,624.30",05-Jan-2024,081419,675.91
T505973,C100028,26/05/1973,,HYDERABAD,,29/05/2024,082052,5016.03
T500712,C100455,,female,  Surat,9423.4,02-Feb-2024,094854,258.55
T504644,C100019,0000-00-00,,Bengaluru,102437.46,2024-09-03,191020,"INR 2,489.95"
T504613,C100683,06/10/1974,f,Mumbai,51370.71,07/03/2024,032207,784.58
T500757,C100314,12-01-04,m,Mumbai,,18-May-2024,012315,2621.0
T500698,C100471,1963-03-11,Male,Bangalore,,2024-12-27,101610,"INR 1,999.27"
T501901,C100222,1969-03-14,F,LUCKNOW,"77,445.15",19-Mar-2024,220501,1601.4
T502711,C100317,05-03-83,,  Surat,"27,760.80",2024-10-25,211221,"INR 3,245.36"
T504652,C100049,07-11-02,f,Pune,"Rs. 26,295.53",11/06/2024,114645,INR 565.25
T502264,C100581,10/01/1991,M,Bengaluru,"Rs. 13,752.63",2024-09-08,193355,335.52
T501032,C100624,23-03-91,F,KOLKATA,"Rs. 34,075.98",2024-04-02,003431,1104.78
T504444,C100663,24/03/1961,m,,"600,713.48",19-Aug-2024,194835,992.67
T503640,C100501,02-01-74,f,DELHI,"98,637.64",11/07/2024,072950,577.36
T505990,C100377,07/07/1965,m,Bangalore,31307.17,30/10/2024,080843,20303.96
T501875,C100493,0000-00-00,F,AHMEDABAD,"Rs. 102,129.94",24/03/2024,015516,17946.33
T504013,C100703,1984-05-15,female,Jaipur,"Rs. 125,815.19",2024-11-30,184538,3154.8
T503338,C100037,09-03-94,F,Delhi,"Rs. 33,340.33",11-Nov-2024,052549,1055.75
T504574,C100651,02/01/1989,female,Chennai,"79,050.49",18-Apr-2024,033344,5398.11
T501193,C100023,12/05/1975,Male,Hyderabad,"5,699.11",2024-09-10,222808,1271.49
T501442,C100049,07-11-02,f,Pune,"Rs. 26,295.53",2024-10-24,184041,2244.12
T503549,C100573,1976-01-19,male,Hyderabad,41943.84,04-Oct-2024,000715,"INR 6,551.24"
T502732,C100633,16/05/1960,Male,Jaipur,7650.67,2024-07-09,204958,1809.47
T500210,C100623,1972-07-11,female,NAGPUR,,16/05/2024,075534,2753.19
T504149,C100638,15-09-86,Female,CHENNAI,39836.78,24/11/2024,081716,1829.92
T502840,C100257,21-11-70,,JAIPUR,88380.56,06/04/2024,034016,2040.76
T502717,C100681,15/05/1967,female,LUCKNOW,"239,151.47",17-Aug-2024,111210,5453.93
T504864,C100767,0000-00-00,F,,70068.58,2024-04-12,012720,1533.1
T501023,C100388,26/07/1964,,Jaipur,"12,241.45",25/09/2024,185321,1849.63
T501863,C100123,14-09-96,M,Hyderabad,24576.12,30/07/2024,225609,555.02
T503480,C100094,20/03/1981,f,Bangalore,50521.45,23-Oct-2024,230237,11161.26
T504254,C100449,09-08-01,Male,CHENNAI,,27/06/2024,043533,4432.01
T504035,C100153,04-08-82,f,LUCKNOW,"379,373.89",24-Oct-2024,003624,10611.0
T503395,C100668,21-07-78,Female,Bangalore,"99,681.03",20-Feb-2024,161206,559.29
T502360,C100622,1963-04-08,male,Pune,"114,620.95",20-Dec-2024,170430,141.49
T504627,C100747,1969-08-14,female,MUMBAI,52638.76,29-Sep-2024,111148,3414.53
T505566,C100015,1994-04-22,M,MUMBAI,,2024-03-01,133947,1268.13
T501971,C100036,04/08/1957,,LUCKNOW,119884.19,04/01/2024,053654,925.12
T504371,C100258,26-05-00,Male,,"Rs. 16,944.13",2024-02-12,201059,7720.76
T504892,C100323,11/05/2001,Female,Bengaluru,"44,187.46",08/06/2024,062800,739.35
T500419,C100174,1972-07-21,m,Bengaluru,97279.18,04/12/2024,202444,9917.79
T502700,C100341,1990-12-17,M,NAGPUR,1305.73,14-Jan-2024,214018,1112.41
T502593,C100479,22/10/1980,f,Kolkata,"Rs. 98,501.77",04-Mar-2024,062027,11102.01
T502323,C100284,12/04/1987,m,LUCKNOW,21229.49,19-Nov-2024,154802,210.5
T502616,C100759,08-06-83,f,,,20/01/2024,102038,5673.1
T505361,C100684,09-11-67,,AHMEDABAD,"27,777.54",21-Nov-2024,091827,573.44
T504834,C100370,02-12-01,female,mumbai ,"Rs. 25,951.83",06-Jan-2024,160516,431.09
T505521,C100380,16-03-60,Female,DELHI,,2024-02-01,035312,2334.42
T501260,C100116,1960-09-25,female,Pune,220401.55,09-Oct-2024,050212,1370.03
T502531,C100106,05-04-68,M,DELHI,"60,836.59",03/07/2024,152747,151.72
T500615,C100499,19-11-63,male,Hyderabad,"29,516.20",18/02/2024,093202,2491.99
T500899,C100658,1996-06-17,female,Chennai,"62,261.48",10-May-2024,055144,8344.29
T500616,C100616,12-12-98,M,LUCKNOW,68502.33,05/10/2024,072905,1992.61
T504175,C100368,1991-10-16,F,Jaipur,"144,315.15",18-Feb-2024,224521,7687.78
T503225,C100076,05-07-01,female,Ahmedabad,"Rs. 12,298.94",04-Feb-2024,152128,1920.42
T502898,C100569,06/08/1967,,KOLKATA,,2024-06-07,215138,1161.52
T502290,C100080,1998-06-05,m,BANGALORE,772078.46,18/09/2024,185311,3952.23
T505462,C100484,1984-05-17,male,JAIPUR,12346.88,05-Mar-2024,083906,1509.48
T501342,C100141,20/10/1986,,mumbai ,160886.94,18/09/2024,175316,15553.39
T500507,C100266,05/08/1960,f,  Surat,"201,021.76",16/10/2024,053440,6169.92
T501731,C100308,07-09-93,male,Ahmedabad,"Rs. 11,206.16",03-Jun-2024,224203,917.75
T504349,C100141,20/10/1986,,mumbai ,160886.94,2024-10-29,121333,6403.9
T501831,C100116,1960-09-25,female,Pune,220401.55,2024-11-03,141721,1795.48
T504911,C100119,23/01/1962,female,Pune,,11-Jun-2024,204133,241.17
T500500,C100105,18/10/1995,F,LUCKNOW,21507.37,05-Jun-2024,034446,9039.6
T504283,C100022,16-02-69,F,DELHI,,05-Sep-2024,085050,3298.94
T503138,C100776,1964-07-01,female,Bangalore,"Rs. 31,244.52",01/12/2024,141545,499.56
T505901,C100510,2000-03-08,F,Ahmedabad,"235,563.00",2024-05-07,034833,4118.27
T500968,C100381,2000-06-26,Female,AHMEDABAD,"34,569.41",08-Oct-2024,100641,2161.04
T500359,C100595,12/11/1957,Female,MUMBAI,"17,193.93",16-Feb-2024,144607,
T504093,C100294,1977-04-19,Female,HYDERABAD,,11-Dec-2024,102051,381.83
T504214,C100199,12-08-83,male,Mumbai,71799.72,2024-10-16,143024,2092.68
T503681,C100145,09-09-69,,Mumbai,,19/01/2024,093047,2247.23
T505467,C100590,1974-03-06,male,HYDERABAD,26712.59,2024-05-01,141225,616.66
T505054,C100450,1992-01-17,F,DELHI,"111,417.27",10-Aug-2024,005640,5183.93
T501257,C100092,2000-06-15,m,Ahmedabad,,2024-01-30,041711,3401.39
T500948,C100442,17/11/1956,Female,AHMEDABAD,"8,610.61",2024-10-15,195728,1553.46
T504205,C100188,1981-12-18,m,PUNE,"34,870.27",2024-09-27,162700,2736.65
T500868,C100525,1969-10-05,F,CHENNAI,"212,533.64",2024-07-11,205954,5577.25
T504621,C100633,16/05/1960,Male,Jaipur,7650.67,2024-06-27,174312,726.09
T501745,C100693,11/10/1988,f,Jaipur,"247,886.54",20-Jul-2024,144302,7432.64
T501766,C100662,09-10-70,Male,Mumbai,64116.87,14-Jun-2024,170430,"INR 1,524.88"
T503981,C100142,20-07-97,female,Jaipur,,03/02/2024,074220,977.19
T502397,C100015,1994-04-22,M,MUMBAI,,18-Apr-2024,182438,194.22
T505340,C100043,15/11/1955,female,CHENNAI,"Rs. 3,931.81",07/07/2024,162943,610.72
T503467,C100679,10-11-58,m,Kolkata,39458.8,12-Apr-2024,180010,1228.88
T502878,C100282,1998-01-11,Female,HYDERABAD,"Rs. 10,270.51",08/09/2024,164401,117.78
T501771,C100653,1965-06-07,f,AHMEDABAD,"Rs. 305,029.15",14/07/2024,131845,1057.22
T501498,C100516,14/07/1982,F,,"98,173.58",2024-09-17,055424,4811.51
T502853,C100372,19/12/1983,Female,Mumbai,59995.96,2024-06-07,013234,
T504562,C100720,25-12-56,Male,LUCKNOW,"53,994.49",07-Jan-2024,184319,6315.55
T503642,C100670,26/10/1983,female,MUMBAI,371867.09,11-Mar-2024,213836,8962.11
T501059,C100328,1993-09-23,f,mumbai ,"138,849.89",10/06/2024,165313,"INR 2,968.30"
T500054,C100450,1992-01-17,F,DELHI,"111,417.27",28/11/2024,001811,4995.16
T505235,C100729,18-06-74,M,LUCKNOW,"264,299.97",03-May-2024,175113,392.1
T501268,C100285,17-08-91,F,Pune,"63,464.25",2024-03-17,032931,"INR 1,557.58"
T504822,C100535,12-02-81,f,CHENNAI,10577.18,31/07/2024,171846,4667.62
T503295,C100067,2035-01-01,,JAIPUR,"Rs. 36,368.89",07/07/2024,192348,4471.1
T502947,C100723,05/06/1971,male,  Surat,"78,759.05",29-Dec-2024,120802,699.57
T500785,C100272,2035-01-01,female,PUNE,10046.68,10-May-2024,193027,884.74
T500161,C100231,13-01-91,female,DELHI,66484.0,16/10/2024,132824,699.8
T505825,C100397,02-12-81,F,MUMBAI,1686.42,08/11/2024,185351,456.23
T503659,C100563,17-08-73,,DELHI,,2024-12-13,082756,-5380.16
T505456,C100547,20-06-66,F,DELHI,"Rs. 49,530.12",27/10/2024,123200,2009.18
T501497,C100695,14-01-57,Male,,26555.71,2024-06-02,211047,3649.41
T505141,C100032,16/10/1977,female,Kolkata,"27,810.10",27-Feb-2024,034238,INR 615.09
T501523,C100475,01-01-1900,Female,Bengaluru,"89,827.75",2024-10-16,164807,4668.44
T505888,C100189,16/02/1969,female,MUMBAI,"7,756.98",02-Nov-2024,051829,428.17
T504433,C100404,04-05-64,m,Kolkata,"Rs. 17,067.98",08/05/2024,115737,1852.25
T501714,C100661,14/06/1965,,JAIPUR,"105,161.33",2024-03-18,144801,1159.58
T501279,C100285,17-08-91,F,Pune,"63,464.25",2024-03-06,171719,1852.51
T501115,C100238,25/10/1981,,PUNE,,2024-09-22,120120,6986.66
T501104,C100350,06/05/1984,Male,Bengaluru,,01/10/2024,150652,8181.34
T500307,C100798,01/02/2000,male,DELHI,"17,004.51",05-Feb-2024,004824,
T503716,C100546,20/05/1993,male,DELHI,"Rs. 76,684.14",2024-05-26,183738,1065.22
T505402,C100114,22-09-77,Female,LUCKNOW,,04/12/2024,191012,"INR 1,218.39"
T503217,C100004,1982-06-13,m,LUCKNOW,"Rs. 13,136.92",2024-12-19,150015,126.5
T501700,C100423,23/10/2004,M,CHENNAI,"138,103.22",22/08/2024,002610,5756.44
T505089,C100663,24/03/1961,m,,"600,713.48",19/03/2024,195022,1728.77
T505900,C100438,20-05-72,F,Bengaluru,,09-Nov-2024,163335,497.03
T500610,C100069,1969-10-07,M,,884.62,2024-12-26,141659,"INR 2,552.67"
T500671,C100333,18-03-86,F,LUCKNOW,,03-Feb-2024,233932,10006.25
T500974,C100760,14/03/1974,F,mumbai ,286147.6,2024-11-22,115458,4573.36
T503409,C100167,1989-06-12,Female,Bangalore,"Rs. 11,248.70",03/10/2024,091609,2857.8
T505712,C100429,17-05-92,F,Delhi,"40,293.13",2024-07-19,213319,2013.26
T500607,C100637,09-04-89,F,PUNE,,06-Mar-2024,095611,17676.1
T502753,C100790,03/02/1994,female,Pune,"108,574.79",05/07/2024,194443,381.56
T502253,C100652,1991-12-20,Male,,"Rs. 58,919.28",31/08/2024,081008,-8068.1
T504510,C100442,17/11/1956,Female,AHMEDABAD,"8,610.61",2024-01-12,001337,23.53
T502497,C100700,06-03-88,Male,Pune,,27-Feb-2024,041048,1909.14
T500028,C100207,06/06/1974,m,DELHI,"Rs. 68,660.40",2024-07-29,045433,1980.53
T502158,C100705,03/12/1964,f,Bengaluru,"92,850.20",25-Jan-2024,094705,1816.9
T502204,C100123,14-09-96,M,Hyderabad,24576.12,29-Dec-2024,155739,1121.86
T504914,C100717,1983-04-25,F,mumbai ,,05/03/2024,221156,335.89
T503831,C100251,01/05/1957,Female,PUNE,19062.18,17/12/2024,012525,480.09
T503130,C100742,03-10-70,,mumbai ,"Rs. 4,402.93",2024-06-15,161006,4100.32
T504919,C100663,24/03/1961,m,,"600,713.48",2024-01-15,115757,13069.87
T502302,C100251,01/05/1957,Female,PUNE,19062.18,13-Apr-2024,033308,2039.36
T502408,C100791,19/10/1986,Female,Kolkata,91747.28,11/10/2024,064916,14404.25
T502936,C100480,08-09-93,F,MUMBAI,"Rs. 37,940.98",2024-06-14,093938,INR 218.68
T500345,C100141,20/10/1986,,mumbai ,160886.94,17-Sep-2024,145310,7140.2
T505573,C100512,19/08/1986,m,,"Rs. 88,055.27",2024-12-17,054612,1150.55
T501580,C100262,0000-00-00,F,Hyderabad,,05/05/2024,081340,915.4
T503194,C100416,20/10/1988,Male,JAIPUR,77721.72,28-Jun-2024,224120,1585.38
T501990,C100569,06/08/1967,,KOLKATA,,30-Mar-2024,125039,20225.6
T505029,C100667,02-11-96,f,CHENNAI,20940.54,28-Dec-2024,060202,-237.01
T504322,C100237,10-10-56,Male,PUNE,,27/07/2024,100132,
T502885,C100560,01-01-1900,female,Jaipur,25797.87,19-Jun-2024,071943,"INR 3,807.81"
T502496,C100293,13-05-89,Male,BANGALORE,"10,023.20",26/09/2024,054428,"INR 1,077.91"
T501122,C100697,1969-10-22,male,Mumbai,,26/01/2024,191732,1560.03
T500019,C100147,17-03-97,male,Mumbai,"34,392.46",2024-08-23,143259,1939.66
T503052,C100140,1964-06-15,,KOLKATA,699519.01,21-Jun-2024,042801,857.59
T503326,C100001,03/03/1976,,AHMEDABAD,"43,869.35",2024-01-21,020527,2185.51
T500991,C100716,11-02-72,F,,"Rs. 240,805.50",2024-02-04,170820,2705.61
T504896,C100623,1972-07-11,female,NAGPUR,,04-Mar-2024,174036,2357.63
T505790,C100645,02-11-81,m,,,25/11/2024,071817,5019.44
T501535,C100055,23/01/2001,m,LUCKNOW,"Rs. 39,750.83",07/07/2024,181650,4494.67
T502650,C100211,1976-07-08,,AHMEDABAD,"98,676.94",2024-03-27,141741,1305.14
T502431,C100789,08/02/1972,Female,Delhi,,2024-08-05,054917,732.91
T503155,C100522,20-07-55,Male,CHENNAI,"35,215.42",23/12/2024,224918,1697.33
T502420,C100696,18/05/1975,m,,295142.68,22/01/2024,042405,7433.43
T502904,C100285,17-08-91,F,Pune,"63,464.25",10/03/2024,120900,6291.7
T505154,C100387,16-02-77,M,Kolkata,20501.21,31/01/2024,041425,21515.41
T501883,C100693,11/10/1988,f,Jaipur,"247,886.54",06/03/2024,231503,9791.34
T505061,C100055,23/01/2001,m,LUCKNOW,"Rs. 39,750.83",2024-12-14,145941,1310.76
T504470,C100520,1979-07-13,male,Bengaluru,"Rs. 57,394.34",2024-05-30,124413,INR 942.50
T505540,C100115,1993-11-02,Male,KOLKATA,11109.49,2024-02-21,100332,458.43
T501182,C100418,1960-01-14,,HYDERABAD,,2024-12-12,203219,180.71
T502108,C100121,,,DELHI,,08/12/2024,145524,839.63
T500169,C100768,1991-10-16,female,DELHI,"25,918.41",19/12/2024,170134,814.12
T500722,C100476,1964-07-27,female,PUNE,66112.87,2024-07-03,010010,917.54
T504812,C100483,2004-08-13,male,Mumbai,,20-Nov-2024,203307,625.63
T505202,C100785,2000-01-02,male,CHENNAI,102157.68,20/02/2024,085324,3615.51
T504610,C100305,1995-05-22,m,DELHI,"6,386.69",14-Nov-2024,223255,859.15
T501172,C100309,1970-04-13,F,Mumbai,"Rs. 40,590.80",17-Sep-2024,004822,1892.19
T503552,C100001,03/03/1976,,AHMEDABAD,"43,869.35",19-Oct-2024,044411,"INR 7,783.44"
T500129,C100389,1975-12-07,F,Kolkata,,16/05/2024,031106,"INR 5,063.05"
T505313,C100131,2002-07-19,F,HYDERABAD,114687.04,08/03/2024,032650,15280.15
T504661,C100000,18-10-59,Male,DELHI,"Rs. 17,012.07",15/03/2024,003843,1079.69
T504053,C100604,1974-04-03,Male,PUNE,,03-Jul-2024,194448,2200.23
T505848,C100003,1961-03-26,,Kolkata,"Rs. 48,217.77",06-Aug-2024,124052,
T502054,C100277,06-08-78,F,Bengaluru,63815.79,09/07/2024,011923,1240.22
T504545,C100385,04-09-86,female,PUNE,31830.7,2024-08-29,002453,11471.06
T505853,C100579,2003-08-07,female,Jaipur,"Rs. 200,313.27",2024-10-03,070907,8529.92
T503343,C100188,1981-12-18,m,PUNE,"34,870.27",23/06/2024,173212,1290.2
T501350,C100629,25/12/1993,female,DELHI,"Rs. 24,299.30",2024-10-31,022741,4259.54
T501334,C100061,20-01-84,Male,MUMBAI,"13,029.33",30-Sep-2024,085303,-2570.14
T503702,C100619,27/10/1979,F,Jaipur,"618,590.11",23/05/2024,220437,6004.55
T500582,C100443,13/05/2004,Female,NAGPUR,102909.31,2024-03-30,162003,636.65
T502118,C100207,06/06/1974,m,DELHI,"Rs. 68,660.40",2024-05-30,062901,1432.01
T502738,C100094,20/03/1981,f,Bangalore,50521.45,16-Jun-2024,224758,"INR 7,120.57"
T503302,C100397,02-12-81,F,MUMBAI,1686.42,22/10/2024,111830,258.93
T501755,C100440,24/04/1990,,DELHI,1809.61,14/08/2024,003300,INR 92.02
T501252,C100560,01-01-1900,female,Jaipur,25797.87,23/05/2024,153057,1395.06
T504856,C100229,2004-07-25,Female,CHENNAI,47420.96,05/12/2024,065300,2606.72
T501130,C100716,11-02-72,F,,"Rs. 240,805.50",22-Oct-2024,000157,8332.68
T504818,C100377,07/07/1965,m,Bangalore,31307.17,2024-09-05,091609,8911.02
T502130,C100218,1979-01-08,male,AHMEDABAD,"Rs. 470,799.86",22/12/2024,042441,2131.62
T501782,C100360,16-10-79,Female,KOLKATA,"46,783.67",11/07/2024,044144,2963.43
T502094,C100674,02/05/1998,male,Pune,3566.68,26/07/2024,101858,1182.72
T500985,C100706,23/05/1997,M,Mumbai,"Rs. 7,105.83",21/01/2024,020158,507.92
T502979,C100164,1997-11-15,Female,DELHI,"20,966.32",22-Dec-2024,180821,1424.76
T503665,C100162,1997-09-24,m,Delhi,"Rs. 42,810.30",02/02/2024,061434,INR 925.44
T505649,C100487,18-04-93,Male,DELHI,"5,364.64",21-Jul-2024,125931,246.61
T502986,C100543,25/02/1989,M,Chennai,"Rs. 28,641.23",17/03/2024,180252,"INR 3,110.14"
T505111,C100628,03/09/1990,M,Pune,109284.74,03-Aug-2024,142839,731.26
T503015,C100786,02/09/1959,F,KOLKATA,Rs. 296.87,2024-05-30,233654,426.14
T502474,C100369,1981-10-27,M,BANGALORE,"Rs. 26,549.63",08/03/2024,080114,140.2
T502244,C100636,07/07/1969,female,  Surat,"Rs. 52,253.95",2024-02-05,031145,INR 751.84
T501420,C100532,2004-12-08,M,Ahmedabad,,09/01/2024,123402,17130.29
T505262,C100093,15/10/1965,f,,"157,865.54",04-Oct-2024,082424,10936.13
T503038,C100087,22/06/1996,Male,mumbai ,,2024-04-16,152351,694.48
T501422,C100699,15/11/2003,female,KOLKATA,20709.46,28-Aug-2024,100324,"INR 1,276.06"
T504735,C100429,17-05-92,F,Delhi,"40,293.13",22/07/2024,101325,1115.84
T505731,C100747,1969-08-14,female,MUMBAI,52638.76,2024-02-15,201744,"INR 4,051.15"
